id,name_en,name_kn,age,gender,district_id,risk_score,is_repeat_offender
PERSON_ACCUSED_298,Mallesh Mulla,Mallesh Mulla,28,Male,DIST_1,45,
PERSON_ACCUSED_299,Gururaj Maniyar,Gururaj Maniyar,27,Male,DIST_1,45,
PERSON_ACCUSED_300,Ratna Inamdar,Ratna Inamdar,30,Female,DIST_1,45,
PERSON_ACCUSED_301,Roopa Kulkarni,Roopa Kulkarni,28,Female,DIST_1,45,
PERSON_ACCUSED_302,Harish Sheikh,Harish Sheikh,25,Male,DIST_1,45,
PERSON_ACCUSED_303,Suresh D Murthy,Suresh D Murthy,24,Male,DIST_1,45,
PERSON_ACCUSED_304,Rehana Baig,Rehana Baig,28,Female,DIST_1,45,
PERSON_ACCUSED_305,Ismail Kulkarni,Ismail Kulkarni,19,Male,DIST_1,45,
PERSON_ACCUSED_306,Bhagya Kotian,Bhagya Kotian,36,Female,DIST_1,45,
PERSON_ACCUSED_307,Revathi Char,Revathi Char,27,Female,DIST_1,45,
PERSON_ACCUSED_308,Nagaraj A Nayak,Nagaraj A Nayak,20,Male,DIST_1,45,
PERSON_ACCUSED_309,Ravi Nadaf,Ravi Nadaf,29,Male,DIST_1,45,
PERSON_ACCUSED_310,Chandru Nair,Chandru Nair,29,Male,DIST_1,45,
PERSON_ACCUSED_311,Faisal Qureshi,Faisal Qureshi,30,Male,DIST_1,45,
PERSON_ACCUSED_312,Basheer Mulla,Basheer Mulla,29,Male,DIST_1,45,
PERSON_ACCUSED_313,Rajesh Bellary,Rajesh Bellary,28,Male,DIST_1,45,
PERSON_ACCUSED_314,Murali Hegde,Murali Hegde,29,Male,DIST_1,45,
PERSON_ACCUSED_315,Nadeem Bellary,Nadeem Bellary,33,Male,DIST_1,45,
PERSON_ACCUSED_316,Shabana Joshi,Shabana Joshi,26,Female,DIST_1,45,
PERSON_ACCUSED_317,Manjunath Prabhu,Manjunath Prabhu,35,Male,DIST_1,45,
PERSON_ACCUSED_318,Nadeem Ansari,Nadeem Ansari,32,Male,DIST_1,45,
PERSON_ACCUSED_319,Aslam Kamath,Aslam Kamath,26,Male,DIST_1,45,
PERSON_ACCUSED_320,Mahesh Shetty,Mahesh Shetty,35,Male,DIST_1,45,
PERSON_ACCUSED_321,Mahadev Bangera,Mahadev Bangera,26,Male,DIST_1,45,
PERSON_ACCUSED_322,Ramesh Poojary,Ramesh Poojary,18,Male,DIST_1,45,
PERSON_ACCUSED_323,Aslam Salian,Aslam Salian,27,Male,DIST_1,45,
PERSON_ACCUSED_324,Prakash Kini,Prakash Kini,34,Male,DIST_1,45,
PERSON_ACCUSED_325,Murali Nair,Murali Nair,26,Male,DIST_1,45,
PERSON_ACCUSED_326,Prakash Gowda,Prakash Gowda,22,Male,DIST_1,45,
PERSON_ACCUSED_327,Gururaj Sayyad,Gururaj Sayyad,24,Male,DIST_1,45,
PERSON_ACCUSED_328,Harish Bellary,Harish Bellary,32,Male,DIST_1,45,
PERSON_ACCUSED_329,Pradeep Siddiqui,Pradeep Siddiqui,23,Male,DIST_1,45,
PERSON_ACCUSED_330,Aslam Hosur,Aslam Hosur,30,Male,DIST_1,45,
PERSON_ACCUSED_331,Venkatesh Poojary,Venkatesh Poojary,21,Male,DIST_1,45,
PERSON_ACCUSED_332,Mohan P Nair,Mohan P Nair,30,Male,DIST_1,45,
PERSON_ACCUSED_333,Irfan Maniyar,Irfan Maniyar,28,Male,DIST_1,45,
PERSON_ACCUSED_334,Yusuf Bangera,Yusuf Bangera,32,Male,DIST_1,45,
PERSON_ACCUSED_335,Saleem Desai,Saleem Desai,20,Male,DIST_1,45,
PERSON_ACCUSED_336,Basheer Baig,Basheer Baig,21,Male,DIST_1,45,
PERSON_ACCUSED_337,Saleem Mulla,Saleem Mulla,26,Male,DIST_1,45,
PERSON_ACCUSED_338,Syed Siddiqui,Syed Siddiqui,26,Male,DIST_1,45,
PERSON_ACCUSED_339,Kempe Achar,Kempe Achar,40,Male,DIST_1,45,
PERSON_ACCUSED_340,Prakash Patel,Prakash Patel,31,Male,DIST_1,45,
PERSON_ACCUSED_341,Naveen Swamy,Naveen Swamy,21,Male,DIST_1,45,
PERSON_ACCUSED_342,Gururaj Swamy,Gururaj Swamy,35,Male,DIST_1,45,
PERSON_ACCUSED_343,Mahadev Ali,Mahadev Ali,23,Male,DIST_1,45,
PERSON_ACCUSED_344,Basheer Achar,Basheer Achar,18,Male,DIST_1,45,
PERSON_ACCUSED_345,Ramesh Patel,Ramesh Patel,28,Male,DIST_1,45,
PERSON_ACCUSED_346,Deepak Patil,Deepak Patil,31,Male,DIST_1,45,
PERSON_ACCUSED_347,Vijaykumar Pai,Vijaykumar Pai,24,Male,DIST_1,45,
PERSON_ACCUSED_348,Puttaswamy Sayyad,Puttaswamy Sayyad,34,Male,DIST_1,45,
PERSON_ACCUSED_349,Murali Qureshi,Murali Qureshi,28,Male,DIST_1,45,
PERSON_ACCUSED_350,Prakash Rao,Prakash Rao,21,Male,DIST_1,45,
PERSON_ACCUSED_351,Mahadeva Hosur,Mahadeva Hosur,31,Male,DIST_1,45,
PERSON_ACCUSED_352,Aslam Bangera,Aslam Bangera,20,Male,DIST_1,45,
PERSON_ACCUSED_353,Geetha Qureshi,Geetha Qureshi,25,Female,DIST_1,45,
PERSON_ACCUSED_354,Manjula Kotian,Manjula Kotian,30,Female,DIST_1,45,
PERSON_ACCUSED_355,Prasad Maniyar,Prasad Maniyar,18,Male,DIST_1,45,
PERSON_ACCUSED_356,Srinivas Swamy,Srinivas Swamy,32,Male,DIST_1,45,
PERSON_ACCUSED_357,Jagadish Suvarna,Jagadish Suvarna,19,Male,DIST_1,45,
PERSON_ACCUSED_358,Nagaraj Kamath,Nagaraj Kamath,25,Male,DIST_1,45,
PERSON_ACCUSED_359,Rashid Murthy,Rashid Murthy,28,Male,DIST_1,45,
PERSON_ACCUSED_360,Rakesh Suvarna,Rakesh Suvarna,28,Male,DIST_1,45,
PERSON_ACCUSED_361,Manjunath Patil,Manjunath Patil,28,Male,DIST_1,45,
PERSON_ACCUSED_362,Harish Sayyad,Harish Sayyad,27,Male,DIST_1,45,
PERSON_ACCUSED_363,Mahadev Char,Mahadev Char,18,Male,DIST_1,45,
PERSON_ACCUSED_364,Deepak Hosur,Deepak Hosur,37,Male,DIST_1,45,
PERSON_ACCUSED_365,Shankar Baig,Shankar Baig,25,Male,DIST_1,45,
PERSON_ACCUSED_366,Nagendra Gowda,Nagendra Gowda,29,Male,DIST_1,45,
PERSON_ACCUSED_367,Rizwan Achar,Rizwan Achar,19,Male,DIST_1,45,
PERSON_ACCUSED_368,Prasad Sayyad,Prasad Sayyad,29,Male,DIST_1,45,
PERSON_ACCUSED_369,Prakash Salian,Prakash Salian,46,Male,DIST_1,45,
PERSON_ACCUSED_370,Ratna Poojary,Ratna Poojary,40,Female,DIST_1,45,
PERSON_ACCUSED_371,Basheer Ansari,Basheer Ansari,39,Male,DIST_1,45,
PERSON_ACCUSED_372,Shivakumar Hegde,Shivakumar Hegde,33,Male,DIST_1,45,
PERSON_ACCUSED_373,Raghavendra Pai,Raghavendra Pai,28,Male,DIST_1,45,
PERSON_ACCUSED_374,Suresh Shaikh,Suresh Shaikh,29,Male,DIST_1,45,
PERSON_ACCUSED_375,Nagaraj Inamdar,Nagaraj Inamdar,30,Male,DIST_1,45,
PERSON_ACCUSED_376,Ningappa Reddy,Ningappa Reddy,31,Male,DIST_1,45,
PERSON_ACCUSED_377,Chandru Patil,Chandru Patil,30,Male,DIST_1,45,
PERSON_ACCUSED_378,Aslam A Kamath,Aslam A Kamath,30,Male,DIST_1,45,
PERSON_ACCUSED_379,Gururaj Kotian,Gururaj Kotian,18,Male,DIST_1,45,
PERSON_ACCUSED_380,Shivu Baig,Shivu Baig,30,Male,DIST_1,45,
PERSON_ACCUSED_381,Mahadeva Patel,Mahadeva Patel,27,Male,DIST_1,45,
PERSON_ACCUSED_382,Naveen alias Natti Naveen,Naveen alias Natti Naveen,33,Male,DIST_1,89,1
PERSON_ACCUSED_383,Santhosh Sheikh,Santhosh Sheikh,24,Male,DIST_1,45,
PERSON_ACCUSED_384,Kiran Swamy,Kiran Swamy,31,Male,DIST_1,45,
PERSON_ACCUSED_385,Nagendra Prabhu,Nagendra Prabhu,41,Male,DIST_1,45,
PERSON_ACCUSED_386,Yusuf Maniyar,Yusuf Maniyar,19,Male,DIST_1,45,
PERSON_ACCUSED_387,Mahadeva Prabhu,Mahadeva Prabhu,34,Male,DIST_1,45,
PERSON_ACCUSED_388,Girish Maniyar,Girish Maniyar,25,Male,DIST_1,45,
PERSON_ACCUSED_389,Siddappa Hiremath,Siddappa Hiremath,36,Male,DIST_1,45,
PERSON_ACCUSED_390,Shabbir Bangera,Shabbir Bangera,35,Male,DIST_1,45,
PERSON_ACCUSED_391,Umesh Patil,Umesh Patil,38,Male,DIST_1,45,
PERSON_ACCUSED_392,Rakesh Menon,Rakesh Menon,23,Male,DIST_1,45,
PERSON_ACCUSED_393,Naveen Kini,Naveen Kini,45,Male,DIST_1,45,
PERSON_ACCUSED_394,Pradeep Hosur,Pradeep Hosur,33,Male,DIST_1,45,
PERSON_ACCUSED_395,Jayamma Shetty,Jayamma Shetty,35,Female,DIST_1,45,
PERSON_ACCUSED_396,Harish J Sayyad,Harish J Sayyad,20,Male,DIST_1,45,
PERSON_ACCUSED_397,Arshad Kotian,Arshad Kotian,31,Male,DIST_1,45,
PERSON_ACCUSED_398,Satish Salian,Satish Salian,27,Male,DIST_1,45,
PERSON_ACCUSED_399,Parveen Ali,Parveen Ali,32,Female,DIST_1,45,
PERSON_ACCUSED_400,Ratna Reddy,Ratna Reddy,24,Female,DIST_1,45,
PERSON_ACCUSED_401,Manjunath R Menon,Manjunath R Menon,42,Male,DIST_1,45,
PERSON_ACCUSED_402,Sharada Siddiqui,Sharada Siddiqui,27,Female,DIST_1,45,
PERSON_ACCUSED_403,Rajesh Poojary,Rajesh Poojary,22,Male,DIST_1,45,
PERSON_ACCUSED_404,Lokesh alias Looti Lokesh,Lokesh alias Looti Lokesh,23,Male,DIST_1,81,1
PERSON_ACCUSED_406,Noor Gowda,Noor Gowda,33,Female,DIST_1,45,
PERSON_ACCUSED_407,Arshad Kini,Arshad Kini,36,Male,DIST_1,45,
PERSON_ACCUSED_408,Faisal K Nadaf,Faisal K Nadaf,28,Male,DIST_1,45,
PERSON_ACCUSED_409,Jameel Rao,Jameel Rao,30,Male,DIST_1,45,
PERSON_ACCUSED_410,Mahesh Pai,Mahesh Pai,31,Male,DIST_1,45,
PERSON_ACCUSED_411,Murali Rao,Murali Rao,30,Male,DIST_1,45,
PERSON_ACCUSED_412,Puttaswamy R Sayyad,Puttaswamy R Sayyad,27,Male,DIST_1,45,
PERSON_ACCUSED_413,Manjunath Mulla,Manjunath Mulla,25,Male,DIST_1,45,
PERSON_ACCUSED_414,Yusuf Poojary,Yusuf Poojary,29,Male,DIST_1,45,
PERSON_ACCUSED_415,Keshav Hosur,Keshav Hosur,30,Male,DIST_1,45,
PERSON_ACCUSED_416,Nagesh alias Naaga,Nagesh alias Naaga,34,Male,DIST_1,45,
PERSON_ACCUSED_417,Ramesh Hegde,Ramesh Hegde,32,Male,DIST_1,45,
PERSON_ACCUSED_418,Umesh Menon,Umesh Menon,31,Male,DIST_1,45,
PERSON_ACCUSED_419,Darshan Reddy,Darshan Reddy,32,Male,DIST_1,45,
PERSON_ACCUSED_420,Thimmappa B Nadaf,Thimmappa B Nadaf,18,Male,DIST_1,45,
PERSON_ACCUSED_421,Umesh Y Shenoy,Umesh Y Shenoy,32,Male,DIST_1,45,
PERSON_ACCUSED_422,Aslam Hiremath,Aslam Hiremath,31,Male,DIST_1,45,
PERSON_ACCUSED_423,Ningappa Bellary,Ningappa Bellary,33,Male,DIST_1,45,
PERSON_ACCUSED_424,Imran Rao,Imran Rao,25,Male,DIST_1,45,
PERSON_ACCUSED_425,Chandru Qureshi,Chandru Qureshi,25,Male,DIST_1,45,
PERSON_ACCUSED_426,Darshan Sayyad,Darshan Sayyad,18,Male,DIST_1,45,
PERSON_ACCUSED_427,Satish Shaikh,Satish Shaikh,24,Male,DIST_1,45,
PERSON_ACCUSED_428,Ravi Reddy,Ravi Reddy,20,Male,DIST_1,45,
PERSON_ACCUSED_429,Mohammed Sharif,Mohammed Sharif,38,Male,DIST_1,97,1
PERSON_ACCUSED_430,Yusuf Kulkarni,Yusuf Kulkarni,18,Male,DIST_1,45,
PERSON_ACCUSED_431,Manoj Patil,Manoj Patil,30,Male,DIST_1,81,1
PERSON_ACCUSED_432,Mumtaz Maniyar,Mumtaz Maniyar,39,Female,DIST_1,45,
PERSON_ACCUSED_433,Ramesh Hosur,Ramesh Hosur,25,Male,DIST_1,45,
PERSON_ACCUSED_434,Siddappa Kulkarni,Siddappa Kulkarni,21,Male,DIST_1,45,
PERSON_ACCUSED_435,Yogesh Patil,Yogesh Patil,18,Male,DIST_1,45,
PERSON_ACCUSED_436,Manju Ali,Manju Ali,28,Male,DIST_1,45,
PERSON_ACCUSED_437,Vinay Siddiqui,Vinay Siddiqui,32,Male,DIST_1,45,
PERSON_ACCUSED_438,Raghavendra Ahmed,Raghavendra Ahmed,31,Male,DIST_1,45,
PERSON_ACCUSED_439,Jagadish Mulla,Jagadish Mulla,29,Male,DIST_1,45,
PERSON_ACCUSED_440,Mahadeva Shetty,Mahadeva Shetty,24,Male,DIST_1,45,
PERSON_ACCUSED_442,Syed Patel,Syed Patel,31,Male,DIST_1,45,
PERSON_ACCUSED_443,Lakshmi Ansari,Lakshmi Ansari,29,Female,DIST_1,45,
PERSON_ACCUSED_444,Nadeem Reddy,Nadeem Reddy,18,Male,DIST_1,45,
PERSON_ACCUSED_445,Murali Sayyad,Murali Sayyad,22,Male,DIST_1,45,
PERSON_ACCUSED_446,Naveen Prabhu,Naveen Prabhu,28,Male,DIST_1,45,
PERSON_ACCUSED_447,Anil Sayyad,Anil Sayyad,40,Male,DIST_1,45,
PERSON_ACCUSED_448,Yogesh Hubli,Yogesh Hubli,29,Male,DIST_1,45,
PERSON_ACCUSED_449,Jagadish Desai,Jagadish Desai,33,Male,DIST_1,45,
PERSON_ACCUSED_450,Shankar Kini,Shankar Kini,23,Male,DIST_1,45,
PERSON_ACCUSED_451,Girish Char,Girish Char,33,Male,DIST_1,45,
PERSON_ACCUSED_452,Girish Salian,Girish Salian,30,Male,DIST_1,45,
PERSON_ACCUSED_453,Anil Bangera,Anil Bangera,26,Male,DIST_1,45,
PERSON_ACCUSED_454,Umesh Sheikh,Umesh Sheikh,35,Male,DIST_1,45,
PERSON_ACCUSED_455,Umesh Shaikh,Umesh Shaikh,33,Male,DIST_1,45,
PERSON_ACCUSED_456,Roshan Desai,Roshan Desai,27,Female,DIST_1,45,
PERSON_ACCUSED_457,Yusuf Khan,Yusuf Khan,39,Male,DIST_1,89,1
PERSON_ACCUSED_458,Mahesh Patil,Mahesh Patil,25,Male,DIST_1,45,
PERSON_ACCUSED_460,Thimmappa Mulla,Thimmappa Mulla,30,Male,DIST_1,45,
PERSON_ACCUSED_461,Chandrashekar Gowda,Chandrashekar Gowda,20,Male,DIST_1,45,
PERSON_ACCUSED_462,Santhosh Kotian,Santhosh Kotian,37,Male,DIST_1,45,
PERSON_ACCUSED_463,Venkatesh Murthy,Venkatesh Murthy,26,Male,DIST_1,45,
PERSON_ACCUSED_464,Ningappa Desai,Ningappa Desai,33,Male,DIST_1,45,
PERSON_ACCUSED_465,Shabbir Gowda,Shabbir Gowda,33,Male,DIST_1,45,
PERSON_ACCUSED_466,Mahadev Kini,Mahadev Kini,21,Male,DIST_1,45,
PERSON_ACCUSED_467,Ismail Baig,Ismail Baig,18,Male,DIST_1,45,
PERSON_ACCUSED_468,Ismail Achar,Ismail Achar,23,Male,DIST_1,45,
PERSON_ACCUSED_469,Aslam V Inamdar,Aslam V Inamdar,27,Male,DIST_1,45,
PERSON_ACCUSED_470,Satish Joshi,Satish Joshi,26,Male,DIST_1,45,
PERSON_ACCUSED_471,Raghavendra Gowda,Raghavendra Gowda,35,Male,DIST_1,45,
PERSON_ACCUSED_472,Rizwan C Achar,Rizwan C Achar,32,Male,DIST_1,45,
PERSON_ACCUSED_473,Harish alias Rowdy Harish,Harish alias Rowdy Harish,31,Male,DIST_1,81,1
PERSON_ACCUSED_474,Chandru Naidu,Chandru Naidu,33,Male,DIST_1,45,
PERSON_ACCUSED_475,Ganesh Hegde,Ganesh Hegde,38,Male,DIST_1,45,
PERSON_ACCUSED_476,Shankar Desai,Shankar Desai,39,Male,DIST_1,45,
PERSON_ACCUSED_477,Byre Nadaf,Byre Nadaf,25,Male,DIST_1,45,
PERSON_ACCUSED_478,Bharathi Ansari,Bharathi Ansari,27,Female,DIST_1,45,
PERSON_ACCUSED_479,Darshan D Khan,Darshan D Khan,28,Male,DIST_1,45,
PERSON_ACCUSED_480,Syed Maniyar,Syed Maniyar,25,Male,DIST_1,45,
PERSON_ACCUSED_481,Suresh Nayak,Suresh Nayak,27,Male,DIST_1,45,
PERSON_ACCUSED_482,Girish Ahmed,Girish Ahmed,31,Male,DIST_1,45,
PERSON_ACCUSED_483,Aslam V Kamath,Aslam V Kamath,26,Male,DIST_1,45,
PERSON_ACCUSED_484,Mohammed Char,Mohammed Char,28,Male,DIST_1,45,
PERSON_ACCUSED_485,Nagaraj Sayyad,Nagaraj Sayyad,35,Male,DIST_1,45,
PERSON_ACCUSED_486,Vinay Joshi,Vinay Joshi,33,Male,DIST_1,45,
PERSON_ACCUSED_487,Girish Patil,Girish Patil,29,Male,DIST_1,45,
PERSON_ACCUSED_488,Ashok Qureshi,Ashok Qureshi,18,Male,DIST_1,45,
PERSON_ACCUSED_489,Saraswathi Kotian,Saraswathi Kotian,20,Female,DIST_1,45,
PERSON_ACCUSED_490,Shivu Reddy,Shivu Reddy,28,Male,DIST_1,45,
PERSON_ACCUSED_491,Abdul Char,Abdul Char,32,Male,DIST_1,45,
PERSON_ACCUSED_492,Raghavendra Baig,Raghavendra Baig,28,Male,DIST_1,45,
PERSON_ACCUSED_493,Satish Swamy,Satish Swamy,28,Male,DIST_1,45,
PERSON_ACCUSED_494,Rangaswamy Reddy,Rangaswamy Reddy,32,Male,DIST_1,45,
PERSON_ACCUSED_495,Nagendra Ansari,Nagendra Ansari,27,Male,DIST_1,45,
PERSON_ACCUSED_496,Anil Inamdar,Anil Inamdar,36,Male,DIST_1,45,
PERSON_ACCUSED_497,Rakesh Patel,Rakesh Patel,28,Male,DIST_1,45,
PERSON_ACCUSED_498,Kumar Nadaf,Kumar Nadaf,26,Male,DIST_1,45,
PERSON_ACCUSED_499,Venkatesh Swamy,Venkatesh Swamy,35,Male,DIST_1,45,
PERSON_ACCUSED_500,Santosh Reddy,Santosh Reddy,35,Male,DIST_1,45,
PERSON_ACCUSED_501,Muniyappa alias Muni,Muniyappa alias Muni,34,Male,DIST_1,81,1
PERSON_ACCUSED_502,Anil R Swamy,Anil R Swamy,28,Male,DIST_1,45,
PERSON_ACCUSED_503,Srinivas alias Nari Srinivas,Srinivas alias Nari Srinivas,24,Male,DIST_1,97,1
PERSON_ACCUSED_504,Anil Nadaf,Anil Nadaf,25,Male,DIST_1,45,
PERSON_ACCUSED_505,Nagaraj Swamy,Nagaraj Swamy,29,Male,DIST_1,45,
PERSON_ACCUSED_506,Thimmappa Kini,Thimmappa Kini,39,Male,DIST_1,45,
PERSON_ACCUSED_507,Ramesh Mulla,Ramesh Mulla,23,Male,DIST_1,45,
PERSON_ACCUSED_509,Pushpa Shenoy,Pushpa Shenoy,32,Female,DIST_1,45,
PERSON_ACCUSED_510,Ningappa Pai,Ningappa Pai,18,Male,DIST_1,45,
PERSON_ACCUSED_511,Dinesh Sheikh,Dinesh Sheikh,20,Male,DIST_1,45,
PERSON_ACCUSED_512,Prakash Mulla,Prakash Mulla,25,Male,DIST_1,45,
PERSON_ACCUSED_513,Shankar Qureshi,Shankar Qureshi,28,Male,DIST_1,45,
PERSON_ACCUSED_514,Prakash Prabhu,Prakash Prabhu,24,Male,DIST_1,45,
PERSON_ACCUSED_515,Hussain Shetty,Hussain Shetty,18,Male,DIST_1,45,
PERSON_ACCUSED_516,Saleem Kulkarni,Saleem Kulkarni,34,Male,DIST_1,45,
PERSON_ACCUSED_517,Hanumantha H Hiremath,Hanumantha H Hiremath,38,Male,DIST_1,45,
PERSON_ACCUSED_518,Ravi Siddiqui,Ravi Siddiqui,28,Male,DIST_1,45,
PERSON_ACCUSED_519,Shankar Murthy,Shankar Murthy,18,Male,DIST_1,45,
PERSON_ACCUSED_520,Vijaykumar Devadiga,Vijaykumar Devadiga,30,Male,DIST_1,45,
PERSON_ACCUSED_521,Faiz Reddy,Faiz Reddy,24,Male,DIST_1,45,
PERSON_ACCUSED_522,Thimmappa Bangera,Thimmappa Bangera,23,Male,DIST_1,45,
PERSON_ACCUSED_523,Nagaraj Salian,Nagaraj Salian,26,Male,DIST_1,45,
PERSON_ACCUSED_524,Rashid N Kotian,Rashid N Kotian,26,Male,DIST_1,45,
PERSON_ACCUSED_525,Shivakumar Hubli,Shivakumar Hubli,31,Male,DIST_1,45,
PERSON_ACCUSED_526,Manju Ansari,Manju Ansari,31,Male,DIST_1,45,
PERSON_ACCUSED_527,Byre Bangera,Byre Bangera,18,Male,DIST_1,45,
PERSON_ACCUSED_528,Nandini Sayyad,Nandini Sayyad,25,Female,DIST_1,45,
PERSON_ACCUSED_529,Thimmappa Shenoy,Thimmappa Shenoy,20,Male,DIST_1,45,
PERSON_ACCUSED_530,Mahadev Bhat,Mahadev Bhat,25,Male,DIST_1,45,
PERSON_ACCUSED_531,Vishwanath Salian,Vishwanath Salian,23,Male,DIST_1,45,
PERSON_ACCUSED_532,Puttaswamy Murthy,Puttaswamy Murthy,31,Male,DIST_1,45,
PERSON_ACCUSED_533,Santhosh Shaikh,Santhosh Shaikh,26,Male,DIST_1,45,
PERSON_ACCUSED_534,Basheer L Nadaf,Basheer L Nadaf,31,Male,DIST_1,45,
PERSON_ACCUSED_535,Rangaswamy Rao,Rangaswamy Rao,23,Male,DIST_1,45,
PERSON_ACCUSED_536,Nagaraj Ahmed,Nagaraj Ahmed,34,Male,DIST_1,45,
PERSON_ACCUSED_537,Jameel Mulla,Jameel Mulla,21,Male,DIST_1,45,
PERSON_ACCUSED_538,Mahadeva Ali,Mahadeva Ali,28,Male,DIST_1,45,
PERSON_ACCUSED_539,Shivu Sayyad,Shivu Sayyad,18,Male,DIST_1,45,
PERSON_ACCUSED_540,Prasad Desai,Prasad Desai,21,Male,DIST_1,45,
PERSON_ACCUSED_541,Vinay E Joshi,Vinay E Joshi,23,Male,DIST_1,45,
PERSON_ACCUSED_542,Mahadev Achar,Mahadev Achar,34,Male,DIST_1,45,
PERSON_ACCUSED_543,Shivakumar Poojary,Shivakumar Poojary,27,Male,DIST_1,45,
PERSON_ACCUSED_544,Kumar Shetty,Kumar Shetty,29,Male,DIST_1,45,
PERSON_ACCUSED_545,Naveen Patil,Naveen Patil,33,Male,DIST_1,45,
PERSON_ACCUSED_546,Saleem N Suvarna,Saleem N Suvarna,35,Male,DIST_1,45,
PERSON_ACCUSED_547,Srinivas Poojary,Srinivas Poojary,18,Male,DIST_1,45,
PERSON_ACCUSED_548,Ismail Mulla,Ismail Mulla,30,Male,DIST_1,45,
PERSON_ACCUSED_549,Madhu Pai,Madhu Pai,22,Male,DIST_1,45,
PERSON_ACCUSED_550,Srinivas Maniyar,Srinivas Maniyar,26,Male,DIST_1,45,
PERSON_ACCUSED_551,Iqbal Kini,Iqbal Kini,18,Male,DIST_1,45,
PERSON_ACCUSED_552,Prema Patel,Prema Patel,25,Female,DIST_1,45,
PERSON_ACCUSED_553,Srinivas Bangera,Srinivas Bangera,32,Male,DIST_1,45,
PERSON_ACCUSED_554,Ashok Patil,Ashok Patil,27,Male,DIST_1,45,
PERSON_ACCUSED_555,Nagendra Swamy,Nagendra Swamy,18,Male,DIST_1,45,
PERSON_ACCUSED_556,Irfan A Nadaf,Irfan A Nadaf,25,Male,DIST_1,45,
PERSON_ACCUSED_557,Yusuf Hubli,Yusuf Hubli,34,Male,DIST_1,45,
PERSON_ACCUSED_558,Pradeep Qureshi,Pradeep Qureshi,30,Male,DIST_1,45,
PERSON_ACCUSED_559,Jagadish Patel,Jagadish Patel,25,Male,DIST_1,45,
PERSON_ACCUSED_560,Ganesh Joshi,Ganesh Joshi,26,Male,DIST_1,45,
PERSON_ACCUSED_561,Nagendra H Swamy,Nagendra H Swamy,35,Male,DIST_1,45,
PERSON_ACCUSED_562,Srinivas Achar,Srinivas Achar,25,Male,DIST_1,45,
PERSON_ACCUSED_563,Yogesh Reddy,Yogesh Reddy,18,Male,DIST_1,45,
PERSON_ACCUSED_564,Anwar Bhat,Anwar Bhat,38,Male,DIST_1,45,
PERSON_ACCUSED_565,Shankar Devadiga,Shankar Devadiga,26,Male,DIST_1,45,
PERSON_ACCUSED_566,Shivu Kulkarni,Shivu Kulkarni,27,Male,DIST_1,45,
PERSON_ACCUSED_567,Shabbir alias Shabba,Shabbir alias Shabba,27,Male,DIST_1,81,1
PERSON_ACCUSED_568,Shivakumar V Menon,Shivakumar V Menon,34,Male,DIST_1,45,
PERSON_ACCUSED_570,Suresh Mulla,Suresh Mulla,25,Male,DIST_1,45,
PERSON_ACCUSED_572,Hanumantha Ahmed,Hanumantha Ahmed,22,Male,DIST_1,45,
PERSON_ACCUSED_573,Saleem Shenoy,Saleem Shenoy,28,Male,DIST_1,45,
PERSON_ACCUSED_574,Suresh alias Chain Suresh,Suresh alias Chain Suresh,24,Male,DIST_1,81,1
PERSON_ACCUSED_575,Mahadeva Nayak,Mahadeva Nayak,21,Male,DIST_1,45,
PERSON_ACCUSED_576,Basheer Hosur,Basheer Hosur,28,Male,DIST_1,45,
PERSON_ACCUSED_577,Shamsher alias Bullet,Shamsher alias Bullet,39,Male,DIST_1,81,1
PERSON_ACCUSED_578,Santosh Poojary,Santosh Poojary,21,Male,DIST_1,45,
PERSON_ACCUSED_579,Raghavendra Nair,Raghavendra Nair,23,Male,DIST_1,45,
PERSON_ACCUSED_580,Faiz Pai,Faiz Pai,20,Male,DIST_1,45,
PERSON_ACCUSED_581,Imran Reddy,Imran Reddy,34,Male,DIST_1,45,
PERSON_ACCUSED_582,Mohan Ansari,Mohan Ansari,21,Male,DIST_1,45,
PERSON_ACCUSED_583,Zubaida Naidu,Zubaida Naidu,39,Female,DIST_1,45,
PERSON_ACCUSED_584,Santhosh Kini,Santhosh Kini,18,Male,DIST_1,45,
PERSON_ACCUSED_585,Ningappa R Pai,Ningappa R Pai,30,Male,DIST_1,45,
PERSON_ACCUSED_586,Byre L Bangera,Byre L Bangera,24,Male,DIST_1,45,
PERSON_ACCUSED_587,Nagendra Reddy,Nagendra Reddy,29,Male,DIST_1,45,
PERSON_ACCUSED_588,Nagaraj Ali,Nagaraj Ali,29,Male,DIST_1,45,
PERSON_ACCUSED_589,Irfan Patil,Irfan Patil,33,Male,DIST_1,45,
PERSON_ACCUSED_590,Jagadish Kamath,Jagadish Kamath,18,Male,DIST_1,45,
PERSON_ACCUSED_591,Hanumantha Murthy,Hanumantha Murthy,27,Male,DIST_1,45,
PERSON_ACCUSED_592,Raghavendra Maniyar,Raghavendra Maniyar,27,Male,DIST_1,45,
PERSON_ACCUSED_593,Mohan Nayak,Mohan Nayak,26,Male,DIST_1,45,
PERSON_ACCUSED_594,Hussain Hubli,Hussain Hubli,34,Male,DIST_1,45,
PERSON_ACCUSED_595,Girish Bangera,Girish Bangera,18,Male,DIST_1,45,
PERSON_ACCUSED_596,Faisal C Nadaf,Faisal C Nadaf,23,Male,DIST_1,45,
