AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,DistrictName,CrimeMajorHeadID,CrimeGroupName,GravityOffenceID,FIR_Count,IsRepeatOffender,RiskScore
284,158,Kiran alias Kiri,21,M,A1,Tumakuru,7,Cyber Crimes,2,856,1,100
285,158,Rakesh Hiremath,32,M,A2,Tumakuru,7,Cyber Crimes,2,409,1,100
286,159,Irfan Poojary,36,M,A1,Bagalkote,11,Traffic Related Offences,3,856,1,100
287,160,Raju alias Bullet Raju,39,M,A1,Mysuru,2,Crimes Against Property,2,856,1,100
288,160,Mohammed Qureshi,31,M,A2,Mysuru,2,Crimes Against Property,2,409,1,100
289,161,Suresh Gowda,18,M,A1,Mandya,7,Cyber Crimes,2,856,1,100
290,162,Gopal Joshi,32,M,A1,Belagavi (Belgaum),4,Crimes Against Children,2,856,1,100
291,163,Faiz Kotian,34,M,A1,Kodagu,7,Cyber Crimes,1,856,1,100
292,164,Irfan Inamdar,34,M,A1,Chamarajanagara,2,Crimes Against Property,1,856,1,100
293,164,Aslam T Khan,22,M,A2,Chamarajanagara,2,Crimes Against Property,1,409,1,100
294,165,Manja alias Ganja Manja,33,M,A1,Bengaluru Urban,8,Drug/Narcotic Offences,2,856,1,100
295,165,Jameel Reddy,23,M,A2,Bengaluru Urban,8,Drug/Narcotic Offences,2,409,1,100
296,166,Faisal alias Fizz,34,M,A1,Bengaluru Urban,8,Drug/Narcotic Offences,2,856,1,100
297,166,Deepak Prabhu,36,M,A2,Bengaluru Urban,8,Drug/Narcotic Offences,2,409,1,100
298,167,Mallesh Mulla,28,M,A1,Yadgir,2,Crimes Against Property,2,856,1,100
299,168,Gururaj Maniyar,27,M,A1,Ballari (Bellary),2,Crimes Against Property,2,856,1,100
300,168,Ratna Inamdar,30,F,A2,Ballari (Bellary),2,Crimes Against Property,2,409,1,100
301,168,Roopa Kulkarni,28,F,A3,Ballari (Bellary),2,Crimes Against Property,2,130,1,100
302,168,Harish Sheikh,25,M,A4,Ballari (Bellary),2,Crimes Against Property,2,44,1,100
303,168,Suresh D Murthy,24,M,A5,Ballari (Bellary),2,Crimes Against Property,2,28,1,100
304,168,Rehana Baig,28,F,A6,Ballari (Bellary),2,Crimes Against Property,2,16,1,100
305,168,Ismail Kulkarni,19,M,A7,Ballari (Bellary),2,Crimes Against Property,2,11,1,100
306,168,Bhagya Kotian,36,F,A8,Ballari (Bellary),2,Crimes Against Property,2,6,1,100
307,169,Revathi Char,27,F,A1,Bengaluru Urban,7,Cyber Crimes,2,856,1,100
308,169,Nagaraj A Nayak,20,M,A2,Bengaluru Urban,7,Cyber Crimes,2,409,1,100
309,169,Ravi Nadaf,29,M,A3,Bengaluru Urban,7,Cyber Crimes,2,130,1,100
310,170,Chandru Nair,29,M,A1,Bengaluru Urban,8,Drug/Narcotic Offences,2,856,1,100
311,170,Faisal Qureshi,30,M,A2,Bengaluru Urban,8,Drug/Narcotic Offences,2,409,1,100
312,171,Basheer Mulla,29,M,A1,Bengaluru Urban,11,Traffic Related Offences,3,856,1,100
313,171,Rajesh Bellary,28,M,A2,Bengaluru Urban,11,Traffic Related Offences,3,409,1,100
314,172,Murali Hegde,29,M,A1,Uttara Kannada,4,Crimes Against Children,2,856,1,100
315,173,Nadeem Bellary,33,M,A1,Chikkamagaluru,6,Economic Offences,1,856,1,100
316,174,Shabana Joshi,26,F,A1,Davanagere,2,Crimes Against Property,2,856,1,100
317,174,Manjunath Prabhu,35,M,A2,Davanagere,2,Crimes Against Property,2,409,1,100
318,174,Nadeem Ansari,32,M,A3,Davanagere,2,Crimes Against Property,2,130,1,100
319,174,Aslam Kamath,26,M,A4,Davanagere,2,Crimes Against Property,2,44,1,100
320,175,Mahesh Shetty,35,M,A1,Bidar,10,Crimes Against Public Order,1,856,1,100
321,175,Mahadev Bangera,26,M,A2,Bidar,10,Crimes Against Public Order,1,409,1,100
322,175,Ramesh Poojary,18,M,A3,Bidar,10,Crimes Against Public Order,1,130,1,100
323,176,Aslam Salian,27,M,A1,Raichur,2,Crimes Against Property,2,856,1,100
324,176,Prakash Kini,34,M,A2,Raichur,2,Crimes Against Property,2,409,1,100
325,176,Murali Nair,26,M,A3,Raichur,2,Crimes Against Property,2,130,1,100
326,177,Prakash Gowda,22,M,A1,Bengaluru Urban,3,Crimes Against Women,2,856,1,100
327,177,Gururaj Sayyad,24,M,A2,Bengaluru Urban,3,Crimes Against Women,2,409,1,100
328,178,Harish Bellary,32,M,A1,Davanagere,15,Other IPC Crimes,2,856,1,100
329,179,Pradeep Siddiqui,23,M,A1,Mysuru,2,Crimes Against Property,1,856,1,100
330,180,Aslam Hosur,30,M,A1,Haveri,11,Traffic Related Offences,2,856,1,100
331,181,Venkatesh Poojary,21,M,A1,Mysuru,6,Economic Offences,1,856,1,100
332,182,Mohan P Nair,30,M,A1,Bengaluru Urban,7,Cyber Crimes,1,856,1,100
333,183,Irfan Maniyar,28,M,A1,Mysuru,3,Crimes Against Women,1,856,1,100
334,184,Yusuf Bangera,32,M,A1,Dakshina Kannada,3,Crimes Against Women,1,856,1,100
335,185,Saleem Desai,20,M,A1,Belagavi (Belgaum),1,Crimes Against Body,2,856,1,100
336,185,Basheer Baig,21,M,A2,Belagavi (Belgaum),1,Crimes Against Body,2,409,1,100
337,185,Saleem Mulla,26,M,A3,Belagavi (Belgaum),1,Crimes Against Body,2,130,1,100
338,185,Syed Siddiqui,26,M,A4,Belagavi (Belgaum),1,Crimes Against Body,2,44,1,100
339,185,Kempe Achar,40,M,A5,Belagavi (Belgaum),1,Crimes Against Body,2,28,1,100
340,186,Prakash Patel,31,M,A1,Haveri,9,Arms Act Offences,2,856,1,100
341,186,Naveen Swamy,21,M,A2,Haveri,9,Arms Act Offences,2,409,1,100
342,187,Gururaj Swamy,35,M,A1,Tumakuru,2,Crimes Against Property,1,856,1,100
343,187,Mahadev Ali,23,M,A2,Tumakuru,2,Crimes Against Property,1,409,1,100
344,188,Basheer Achar,18,M,A1,Bengaluru Urban,6,Economic Offences,2,856,1,100
345,189,Ramesh Patel,28,M,A1,Bengaluru Urban,7,Cyber Crimes,2,856,1,100
346,190,Deepak Patil,31,M,A1,Bengaluru Urban,2,Crimes Against Property,2,856,1,100
347,191,Vijaykumar Pai,24,M,A1,Bengaluru Urban,8,Drug/Narcotic Offences,2,856,1,100
348,191,Puttaswamy Sayyad,34,M,A2,Bengaluru Urban,8,Drug/Narcotic Offences,2,409,1,100
349,191,Murali Qureshi,28,M,A3,Bengaluru Urban,8,Drug/Narcotic Offences,2,130,1,100
350,192,Prakash Rao,21,M,A1,Mandya,3,Crimes Against Women,2,856,1,100
351,192,Mahadeva Hosur,31,M,A2,Mandya,3,Crimes Against Women,2,409,1,100
352,193,Aslam Bangera,20,M,A1,Kalaburagi (Gulbarga),15,Other IPC Crimes,2,856,1,100
353,194,Geetha Qureshi,25,F,A1,Bengaluru Urban,3,Crimes Against Women,3,856,1,100
354,195,Manjula Kotian,30,F,A1,Mysuru,6,Economic Offences,2,856,1,100
355,195,Prasad Maniyar,18,M,A2,Mysuru,6,Economic Offences,2,409,1,100
356,195,Srinivas Swamy,32,M,A3,Mysuru,6,Economic Offences,2,130,1,100
357,196,Jagadish Suvarna,19,M,A1,Dharwad,5,Crimes Against SCs/STs,2,856,1,100
358,197,Nagaraj Kamath,25,M,A1,Chikkamagaluru,2,Crimes Against Property,2,856,1,100
359,197,Rashid Murthy,28,M,A2,Chikkamagaluru,2,Crimes Against Property,2,409,1,100
360,198,Rakesh Suvarna,28,M,A1,Vijayapura,6,Economic Offences,2,856,1,100
361,198,Manjunath Patil,28,M,A2,Vijayapura,6,Economic Offences,2,409,1,100
362,199,Harish Sayyad,27,M,A1,Raichur,10,Crimes Against Public Order,1,856,1,100
363,199,Mahadev Char,18,M,A2,Raichur,10,Crimes Against Public Order,1,409,1,100
364,200,Deepak Hosur,37,M,A1,Mysuru,6,Economic Offences,2,856,1,100
365,200,Shankar Baig,25,M,A2,Mysuru,6,Economic Offences,2,409,1,100
366,200,Nagendra Gowda,29,M,A3,Mysuru,6,Economic Offences,2,130,1,100
367,201,Rizwan Achar,19,M,A1,Bengaluru Urban,11,Traffic Related Offences,2,856,1,100
368,202,Prasad Sayyad,29,M,A1,Mysuru,2,Crimes Against Property,2,856,1,100
369,203,Prakash Salian,46,M,A1,Tumakuru,2,Crimes Against Property,1,856,1,100
370,203,Ratna Poojary,40,F,A2,Tumakuru,2,Crimes Against Property,1,409,1,100
371,204,Basheer Ansari,39,M,A1,Bengaluru Urban,6,Economic Offences,2,856,1,100
372,205,Shivakumar Hegde,33,M,A1,Koppal,2,Crimes Against Property,2,856,1,100
373,205,Raghavendra Pai,28,M,A2,Koppal,2,Crimes Against Property,2,409,1,100
374,205,Suresh Shaikh,29,M,A3,Koppal,2,Crimes Against Property,2,130,1,100
375,205,Nagaraj Inamdar,30,M,A4,Koppal,2,Crimes Against Property,2,44,1,100
376,205,Ningappa Reddy,31,M,A5,Koppal,2,Crimes Against Property,2,28,1,100
377,205,Chandru Patil,30,M,A6,Koppal,2,Crimes Against Property,2,16,1,100
378,206,Aslam A Kamath,30,M,A1,Haveri,9,Arms Act Offences,2,856,1,100
379,206,Gururaj Kotian,18,M,A2,Haveri,9,Arms Act Offences,2,409,1,100
380,207,Shivu Baig,30,M,A1,Chitradurga,3,Crimes Against Women,3,856,1,100
381,207,Mahadeva Patel,27,M,A2,Chitradurga,3,Crimes Against Women,3,409,1,100
382,208,Naveen alias Natti Naveen,33,M,A1,Bengaluru Urban,6,Economic Offences,2,856,1,100
383,208,Santhosh Sheikh,24,M,A2,Bengaluru Urban,6,Economic Offences,2,409,1,100
384,209,Kiran Swamy,31,M,A1,Uttara Kannada,8,Drug/Narcotic Offences,2,856,1,100
385,209,Nagendra Prabhu,41,M,A2,Uttara Kannada,8,Drug/Narcotic Offences,2,409,1,100
386,209,Yusuf Maniyar,19,M,A3,Uttara Kannada,8,Drug/Narcotic Offences,2,130,1,100
387,210,Mahadeva Prabhu,34,M,A1,Bidar,2,Crimes Against Property,2,856,1,100
388,211,Girish Maniyar,25,M,A1,Mysuru,8,Drug/Narcotic Offences,2,856,1,100
389,211,Siddappa Hiremath,36,M,A2,Mysuru,8,Drug/Narcotic Offences,2,409,1,100
390,212,Shabbir Bangera,35,M,A1,Tumakuru,11,Traffic Related Offences,2,856,1,100
391,213,Umesh Patil,38,M,A1,Belagavi (Belgaum),7,Cyber Crimes,2,856,1,100
392,214,Rakesh Menon,23,M,A1,Raichur,1,Crimes Against Body,2,856,1,100
393,215,Naveen Kini,45,M,A1,Chikkamagaluru,1,Crimes Against Body,2,856,1,100
394,216,Pradeep Hosur,33,M,A1,Bengaluru Urban,2,Crimes Against Property,2,856,1,100
395,217,Jayamma Shetty,35,F,A1,Gadag,4,Crimes Against Children,2,856,1,100
396,217,Harish J Sayyad,20,M,A2,Gadag,4,Crimes Against Children,2,409,1,100
397,218,Arshad Kotian,31,M,A1,Dakshina Kannada,11,Traffic Related Offences,2,856,1,100
398,219,Satish Salian,27,M,A1,Bidar,7,Cyber Crimes,2,856,1,100
399,220,Parveen Ali,32,F,A1,Mysuru,9,Arms Act Offences,3,856,1,100
400,220,Ratna Reddy,24,F,A2,Mysuru,9,Arms Act Offences,3,409,1,100
401,221,Manjunath R Menon,42,M,A1,Bengaluru Urban,6,Economic Offences,2,856,1,100
402,221,Sharada Siddiqui,27,F,A2,Bengaluru Urban,6,Economic Offences,2,409,1,100
403,222,Rajesh Poojary,22,M,A1,Tumakuru,2,Crimes Against Property,2,856,1,100
404,223,Lokesh alias Looti Lokesh,23,M,A1,Dakshina Kannada,2,Crimes Against Property,2,856,1,100
405,223,Chandru alias Chinna,30,M,A2,Dakshina Kannada,2,Crimes Against Property,2,409,1,100
406,223,Noor Gowda,33,F,A3,Dakshina Kannada,2,Crimes Against Property,2,130,1,100
407,224,Arshad Kini,36,M,A1,Bengaluru Urban,10,Crimes Against Public Order,2,856,1,100
408,225,Faisal K Nadaf,28,M,A1,Bengaluru Rural,7,Cyber Crimes,2,856,1,100
409,226,Jameel Rao,30,M,A1,Bengaluru Urban,2,Crimes Against Property,3,856,1,100
410,227,Mahesh Pai,31,M,A1,Bengaluru Urban,1,Crimes Against Body,2,856,1,100
411,227,Murali Rao,30,M,A2,Bengaluru Urban,1,Crimes Against Body,2,409,1,100
412,228,Puttaswamy R Sayyad,27,M,A1,Bengaluru Urban,11,Traffic Related Offences,1,856,1,100
413,228,Manjunath Mulla,25,M,A2,Bengaluru Urban,11,Traffic Related Offences,1,409,1,100
414,229,Yusuf Poojary,29,M,A1,Dharwad,1,Crimes Against Body,2,856,1,100
415,229,Keshav Hosur,30,M,A2,Dharwad,1,Crimes Against Body,2,409,1,100
416,230,Nagesh alias Naaga,34,M,A1,Dakshina Kannada,12,Environmental Offences,1,856,1,100
417,230,Ramesh Hegde,32,M,A2,Dakshina Kannada,12,Environmental Offences,1,409,1,100
418,231,Umesh Menon,31,M,A1,Belagavi (Belgaum),2,Crimes Against Property,2,856,1,100
419,231,Darshan Reddy,32,M,A2,Belagavi (Belgaum),2,Crimes Against Property,2,409,1,100
420,232,Thimmappa B Nadaf,18,M,A1,Tumakuru,2,Crimes Against Property,1,856,1,100
421,233,Umesh Y Shenoy,32,M,A1,Shivamogga,3,Crimes Against Women,3,856,1,100
422,234,Aslam Hiremath,31,M,A1,Davanagere,6,Economic Offences,2,856,1,100
423,234,Ningappa Bellary,33,M,A2,Davanagere,6,Economic Offences,2,409,1,100
424,235,Imran Rao,25,M,A1,Uttara Kannada,7,Cyber Crimes,2,856,1,100
425,236,Chandru Qureshi,25,M,A1,Belagavi (Belgaum),8,Drug/Narcotic Offences,2,856,1,100
426,237,Darshan Sayyad,18,M,A1,Mysuru,2,Crimes Against Property,2,856,1,100
427,238,Satish Shaikh,24,M,A1,Mandya,3,Crimes Against Women,2,856,1,100
428,239,Ravi Reddy,20,M,A1,Belagavi (Belgaum),7,Cyber Crimes,1,856,1,100
429,240,Mohammed Sharif,38,M,A1,Bengaluru Urban,2,Crimes Against Property,2,856,1,100
430,240,Yusuf Kulkarni,18,M,A2,Bengaluru Urban,2,Crimes Against Property,2,409,1,100
431,241,Manoj Patil,30,M,A1,Mysuru,2,Crimes Against Property,2,856,1,100
432,241,Mumtaz Maniyar,39,F,A2,Mysuru,2,Crimes Against Property,2,409,1,100
433,242,Ramesh Hosur,25,M,A1,Mysuru,11,Traffic Related Offences,3,856,1,100
434,242,Siddappa Kulkarni,21,M,A2,Mysuru,11,Traffic Related Offences,3,409,1,100
435,242,Yogesh Patil,18,M,A3,Mysuru,11,Traffic Related Offences,3,130,1,100
436,242,Manju Ali,28,M,A4,Mysuru,11,Traffic Related Offences,3,44,1,100
437,242,Vinay Siddiqui,32,M,A5,Mysuru,11,Traffic Related Offences,3,28,1,100
438,242,Raghavendra Ahmed,31,M,A6,Mysuru,11,Traffic Related Offences,3,16,1,100
439,242,Jagadish Mulla,29,M,A7,Mysuru,11,Traffic Related Offences,3,11,1,100
440,242,Mahadeva Shetty,24,M,A8,Mysuru,11,Traffic Related Offences,3,6,1,100
441,243,Manoj Patil,32,M,A1,Bagalkote,2,Crimes Against Property,1,856,1,100
442,243,Syed Patel,31,M,A2,Bagalkote,2,Crimes Against Property,1,409,1,100
443,244,Lakshmi Ansari,29,F,A1,Bengaluru Urban,8,Drug/Narcotic Offences,2,856,1,100
444,245,Nadeem Reddy,18,M,A1,Gadag,6,Economic Offences,2,856,1,100
445,246,Murali Sayyad,22,M,A1,Gadag,6,Economic Offences,1,856,1,100
446,247,Naveen Prabhu,28,M,A1,Bengaluru Rural,3,Crimes Against Women,2,856,1,100
447,247,Anil Sayyad,40,M,A2,Bengaluru Rural,3,Crimes Against Women,2,409,1,100
448,248,Yogesh Hubli,29,M,A1,Udupi,1,Crimes Against Body,1,856,1,100
449,248,Jagadish Desai,33,M,A2,Udupi,1,Crimes Against Body,1,409,1,100
450,248,Shankar Kini,23,M,A3,Udupi,1,Crimes Against Body,1,130,1,100
451,249,Girish Char,33,M,A1,Chikkaballapura,6,Economic Offences,1,856,1,100
452,250,Girish Salian,30,M,A1,Bengaluru Urban,3,Crimes Against Women,2,856,1,100
453,251,Anil Bangera,26,M,A1,Mysuru,1,Crimes Against Body,2,856,1,100
454,252,Umesh Sheikh,35,M,A1,Dharwad,5,Crimes Against SCs/STs,2,856,1,100
455,253,Umesh Shaikh,33,M,A1,Tumakuru,8,Drug/Narcotic Offences,2,856,1,100
456,254,Roshan Desai,27,F,A1,Kalaburagi (Gulbarga),2,Crimes Against Property,2,856,1,100
457,255,Yusuf Khan,39,M,A1,Udupi,2,Crimes Against Property,1,856,1,100
458,255,Mahesh Patil,25,M,A2,Udupi,2,Crimes Against Property,1,409,1,100
459,256,Mohammed Sharif,38,M,A1,Koppal,2,Crimes Against Property,2,856,1,100
460,256,Thimmappa Mulla,30,M,A2,Koppal,2,Crimes Against Property,2,409,1,100
461,257,Chandrashekar Gowda,20,M,A1,Mysuru,14,Sexual Offences,2,856,1,100
462,257,Santhosh Kotian,37,M,A2,Mysuru,14,Sexual Offences,2,409,1,100
463,258,Venkatesh Murthy,26,M,A1,Mysuru,3,Crimes Against Women,1,856,1,100
464,258,Ningappa Desai,33,M,A2,Mysuru,3,Crimes Against Women,1,409,1,100
465,259,Shabbir Gowda,33,M,A1,Bengaluru Urban,1,Crimes Against Body,1,856,1,100
466,259,Mahadev Kini,21,M,A2,Bengaluru Urban,1,Crimes Against Body,1,409,1,100
467,260,Ismail Baig,18,M,A1,Belagavi (Belgaum),7,Cyber Crimes,2,856,1,100
468,261,Ismail Achar,23,M,A1,Bengaluru Urban,3,Crimes Against Women,1,856,1,100
469,261,Aslam V Inamdar,27,M,A2,Bengaluru Urban,3,Crimes Against Women,1,409,1,100
470,261,Satish Joshi,26,M,A3,Bengaluru Urban,3,Crimes Against Women,1,130,1,100
471,261,Raghavendra Gowda,35,M,A4,Bengaluru Urban,3,Crimes Against Women,1,44,1,100
472,262,Rizwan C Achar,32,M,A1,Mysuru,8,Drug/Narcotic Offences,2,856,1,100
473,263,Harish alias Rowdy Harish,31,M,A1,Udupi,1,Crimes Against Body,2,856,1,100
474,263,Chandru Naidu,33,M,A2,Udupi,1,Crimes Against Body,2,409,1,100
475,264,Ganesh Hegde,38,M,A1,Kalaburagi (Gulbarga),2,Crimes Against Property,3,856,1,100
476,265,Shankar Desai,39,M,A1,Udupi,1,Crimes Against Body,2,856,1,100
477,265,Byre Nadaf,25,M,A2,Udupi,1,Crimes Against Body,2,409,1,100
478,266,Bharathi Ansari,27,F,A1,Bengaluru Urban,15,Other IPC Crimes,2,856,1,100
479,266,Darshan D Khan,28,M,A2,Bengaluru Urban,15,Other IPC Crimes,2,409,1,100
480,267,Syed Maniyar,25,M,A1,Gadag,3,Crimes Against Women,1,856,1,100
481,268,Suresh Nayak,27,M,A1,Ramanagara,8,Drug/Narcotic Offences,2,856,1,100
482,268,Girish Ahmed,31,M,A2,Ramanagara,8,Drug/Narcotic Offences,2,409,1,100
483,269,Aslam V Kamath,26,M,A1,Bagalkote,6,Economic Offences,3,856,1,100
484,269,Mohammed Char,28,M,A2,Bagalkote,6,Economic Offences,3,409,1,100
485,270,Nagaraj Sayyad,35,M,A1,Bengaluru Urban,13,Crimes Related to Documents/Property,2,856,1,100
486,271,Vinay Joshi,33,M,A1,Raichur,7,Cyber Crimes,2,856,1,100
487,272,Girish Patil,29,M,A1,Ramanagara,1,Crimes Against Body,2,856,1,100
488,272,Ashok Qureshi,18,M,A2,Ramanagara,1,Crimes Against Body,2,409,1,100
489,272,Saraswathi Kotian,20,F,A3,Ramanagara,1,Crimes Against Body,2,130,1,100
490,273,Shivu Reddy,28,M,A1,Yadgir,11,Traffic Related Offences,2,856,1,100
491,274,Abdul Char,32,M,A1,Dakshina Kannada,6,Economic Offences,3,856,1,100
492,274,Raghavendra Baig,28,M,A2,Dakshina Kannada,6,Economic Offences,3,409,1,100
493,274,Satish Swamy,28,M,A3,Dakshina Kannada,6,Economic Offences,3,130,1,100
494,274,Rangaswamy Reddy,32,M,A4,Dakshina Kannada,6,Economic Offences,3,44,1,100
495,275,Nagendra Ansari,27,M,A1,Bengaluru Urban,4,Crimes Against Children,2,856,1,100
496,276,Anil Inamdar,36,M,A1,Belagavi (Belgaum),7,Cyber Crimes,2,856,1,100
497,277,Rakesh Patel,28,M,A1,Chitradurga,8,Drug/Narcotic Offences,3,856,1,100
498,277,Kumar Nadaf,26,M,A2,Chitradurga,8,Drug/Narcotic Offences,3,409,1,100
499,278,Venkatesh Swamy,35,M,A1,Bengaluru Urban,1,Crimes Against Body,2,856,1,100
500,279,Santosh Reddy,35,M,A1,Bengaluru Urban,3,Crimes Against Women,3,856,1,100
501,280,Muniyappa alias Muni,34,M,A1,Kalaburagi (Gulbarga),3,Crimes Against Women,2,856,1,100
502,280,Anil R Swamy,28,M,A2,Kalaburagi (Gulbarga),3,Crimes Against Women,2,409,1,100
503,281,Srinivas alias Nari Srinivas,24,M,A1,Chamarajanagara,8,Drug/Narcotic Offences,2,856,1,100
504,281,Anil Nadaf,25,M,A2,Chamarajanagara,8,Drug/Narcotic Offences,2,409,1,100
505,282,Nagaraj Swamy,29,M,A1,Shivamogga,6,Economic Offences,2,856,1,100
506,282,Thimmappa Kini,39,M,A2,Shivamogga,6,Economic Offences,2,409,1,100
507,282,Ramesh Mulla,23,M,A3,Shivamogga,6,Economic Offences,2,130,1,100
508,283,Yusuf Khan,37,M,A1,Raichur,2,Crimes Against Property,1,856,1,100
509,283,Pushpa Shenoy,32,F,A2,Raichur,2,Crimes Against Property,1,409,1,100
510,284,Ningappa Pai,18,M,A1,Chitradurga,6,Economic Offences,2,856,1,100
511,285,Dinesh Sheikh,20,M,A1,Belagavi (Belgaum),2,Crimes Against Property,2,856,1,100
512,285,Prakash Mulla,25,M,A2,Belagavi (Belgaum),2,Crimes Against Property,2,409,1,100
513,286,Shankar Qureshi,28,M,A1,Bengaluru Urban,7,Cyber Crimes,1,856,1,100
514,286,Prakash Prabhu,24,M,A2,Bengaluru Urban,7,Cyber Crimes,1,409,1,100
515,287,Hussain Shetty,18,M,A1,Belagavi (Belgaum),8,Drug/Narcotic Offences,2,856,1,100
516,288,Saleem Kulkarni,34,M,A1,Dakshina Kannada,10,Crimes Against Public Order,2,856,1,100
517,289,Hanumantha H Hiremath,38,M,A1,Koppal,13,Crimes Related to Documents/Property,2,856,1,100
518,290,Ravi Siddiqui,28,M,A1,Davanagere,1,Crimes Against Body,3,856,1,100
519,291,Shankar Murthy,18,M,A1,Tumakuru,2,Crimes Against Property,2,856,1,100
520,291,Vijaykumar Devadiga,30,M,A2,Tumakuru,2,Crimes Against Property,2,409,1,100
521,292,Faiz Reddy,24,M,A1,Dakshina Kannada,1,Crimes Against Body,2,856,1,100
522,293,Thimmappa Bangera,23,M,A1,Koppal,5,Crimes Against SCs/STs,2,856,1,100
523,293,Nagaraj Salian,26,M,A2,Koppal,5,Crimes Against SCs/STs,2,409,1,100
524,294,Rashid N Kotian,26,M,A1,Raichur,2,Crimes Against Property,2,856,1,100
525,294,Shivakumar Hubli,31,M,A2,Raichur,2,Crimes Against Property,2,409,1,100
526,295,Manju Ansari,31,M,A1,Bengaluru Urban,14,Sexual Offences,2,856,1,100
527,295,Byre Bangera,18,M,A2,Bengaluru Urban,14,Sexual Offences,2,409,1,100
528,296,Nandini Sayyad,25,F,A1,Bidar,1,Crimes Against Body,1,856,1,100
529,297,Thimmappa Shenoy,20,M,A1,Bengaluru Urban,1,Crimes Against Body,2,856,1,100
530,298,Mahadev Bhat,25,M,A1,Kodagu,2,Crimes Against Property,2,856,1,100
531,298,Vishwanath Salian,23,M,A2,Kodagu,2,Crimes Against Property,2,409,1,100
532,298,Puttaswamy Murthy,31,M,A3,Kodagu,2,Crimes Against Property,2,130,1,100
533,299,Santhosh Shaikh,26,M,A1,Bengaluru Urban,3,Crimes Against Women,1,856,1,100
534,300,Basheer L Nadaf,31,M,A1,Bidar,1,Crimes Against Body,2,856,1,100
535,301,Rangaswamy Rao,23,M,A1,Udupi,5,Crimes Against SCs/STs,2,856,1,100
536,302,Nagaraj Ahmed,34,M,A1,Chikkaballapura,3,Crimes Against Women,1,856,1,100
537,302,Jameel Mulla,21,M,A2,Chikkaballapura,3,Crimes Against Women,1,409,1,100
538,303,Mahadeva Ali,28,M,A1,Vijayapura,13,Crimes Related to Documents/Property,1,856,1,100
539,304,Shivu Sayyad,18,M,A1,Uttara Kannada,2,Crimes Against Property,2,856,1,100
540,304,Prasad Desai,21,M,A2,Uttara Kannada,2,Crimes Against Property,2,409,1,100
541,305,Vinay E Joshi,23,M,A1,Tumakuru,6,Economic Offences,2,856,1,100
542,306,Mahadev Achar,34,M,A1,Yadgir,15,Other IPC Crimes,2,856,1,100
543,307,Shivakumar Poojary,27,M,A1,Bengaluru Urban,6,Economic Offences,2,856,1,100
544,307,Kumar Shetty,29,M,A2,Bengaluru Urban,6,Economic Offences,2,409,1,100
545,307,Naveen Patil,33,M,A3,Bengaluru Urban,6,Economic Offences,2,130,1,100
546,307,Saleem N Suvarna,35,M,A4,Bengaluru Urban,6,Economic Offences,2,44,1,100
547,307,Srinivas Poojary,18,M,A5,Bengaluru Urban,6,Economic Offences,2,28,1,100
548,308,Ismail Mulla,30,M,A1,Bengaluru Urban,6,Economic Offences,2,856,1,100
549,308,Madhu Pai,22,M,A2,Bengaluru Urban,6,Economic Offences,2,409,1,100
550,308,Srinivas Maniyar,26,M,A3,Bengaluru Urban,6,Economic Offences,2,130,1,100
551,309,Iqbal Kini,18,M,A1,Mysuru,3,Crimes Against Women,2,856,1,100
552,309,Prema Patel,25,F,A2,Mysuru,3,Crimes Against Women,2,409,1,100
553,310,Srinivas Bangera,32,M,A1,Chikkamagaluru,1,Crimes Against Body,3,856,1,100
554,310,Ashok Patil,27,M,A2,Chikkamagaluru,1,Crimes Against Body,3,409,1,100
555,311,Nagendra Swamy,18,M,A1,Hassan,3,Crimes Against Women,1,856,1,100
556,311,Irfan A Nadaf,25,M,A2,Hassan,3,Crimes Against Women,1,409,1,100
557,312,Yusuf Hubli,34,M,A1,Bengaluru Urban,3,Crimes Against Women,1,856,1,100
558,313,Pradeep Qureshi,30,M,A1,Ballari (Bellary),8,Drug/Narcotic Offences,2,856,1,100
559,314,Jagadish Patel,25,M,A1,Chamarajanagara,3,Crimes Against Women,1,856,1,100
560,314,Ganesh Joshi,26,M,A2,Chamarajanagara,3,Crimes Against Women,1,409,1,100
561,314,Nagendra H Swamy,35,M,A3,Chamarajanagara,3,Crimes Against Women,1,130,1,100
562,315,Srinivas Achar,25,M,A1,Raichur,7,Cyber Crimes,2,856,1,100
563,316,Yogesh Reddy,18,M,A1,Bengaluru Urban,13,Crimes Related to Documents/Property,2,856,1,100
564,316,Anwar Bhat,38,T,A2,Bengaluru Urban,13,Crimes Related to Documents/Property,2,409,1,100
565,317,Shankar Devadiga,26,M,A1,Belagavi (Belgaum),7,Cyber Crimes,2,856,1,100
566,317,Shivu Kulkarni,27,M,A2,Belagavi (Belgaum),7,Cyber Crimes,2,409,1,100
567,318,Shabbir alias Shabba,27,M,A1,Kolar,6,Economic Offences,3,856,1,100
568,318,Shivakumar V Menon,34,M,A2,Kolar,6,Economic Offences,3,409,1,100
569,319,Kiran alias Kiri,21,M,A1,Mysuru,7,Cyber Crimes,1,856,1,100
570,319,Suresh Mulla,25,M,A2,Mysuru,7,Cyber Crimes,1,409,1,100
571,320,Kiran alias Kiri,22,M,A1,Belagavi (Belgaum),7,Cyber Crimes,2,856,1,100
